0.8879674,1.2541038
0.9036565,1.289566
0.9097389,1.3014608
0.9127066,1.3028911
0.9168267,1.3056554
0.922162,1.3087527
0.9253559,1.3122191
0.9276426,1.3147725
0.9294196,1.3185839
0.9320858,1.3194535
0.9330051,1.3236231
0.9344305,1.3248959
0.9351152,1.3260799
0.9358776,1.3275994
0.9364885,1.3285664
0.9378528,1.331982
0.9392312,1.3333335
0.9402489,1.335219
0.941955,1.3365655
0.9427719,1.3374096
0.9436142,1.3379087
0.9445268,1.3385898
0.9453477,1.3398269
0.9463577,1.3408941
0.9477179,1.3417003
0.9480563,1.3439264
0.9488011,1.3451542
0.949329,1.346443
0.9494668,1.3475473
0.9499736,1.3484004
0.950538,1.3506693
0.9507889,1.3512715
0.9516108,1.3523707
0.9528517,1.3532452
0.9534254,1.3552504
0.9537452,1.3560868
0.9543587,1.3568432
0.9552228,1.3580849
0.9555146,1.3592171
0.9563888,1.3601503
0.9567826,1.360883
0.9573704,1.3611336
0.958055,1.3617661
0.9590378,1.3623108
0.9594245,1.3633805
0.9598753,1.3640262
0.9613519,1.3642779
0.9616404,1.3647191
0.9622222,1.364904
0.9630074,1.365314
0.9643016,1.3668316
0.9653801,1.3681983
0.9660936,1.3688558
0.966215,1.3694276
0.9664409,1.3704765
0.9675339,1.3707616
0.9680637,1.3711804
0.9684976,1.3716878
0.9695722,1.3724484
0.9707993,1.3727314
0.9710585,1.3735001
0.971396,1.3743775
0.9723062,1.3753393
0.9730183,1.3761778
0.9736161,1.3774514
0.9741663,1.3783076
0.9746401,1.3787435
0.9749949,1.3792336
0.9755566,1.3806089
0.9763781,1.381655
0.9769578,1.3828301
0.9776302,1.3835776
0.9783467,1.3846877
0.9787135,1.3856137
0.9791707,1.3866794
0.9797532,1.387496
0.9804342,1.3899444
0.9810644,1.3909304
0.9816749,1.3917564
0.9828963,1.3927493
0.9842138,1.3936019
0.9850624,1.3943357
0.986259,1.3948441
0.9884838,1.3965909
0.9898633,1.3984985
0.9903451,1.399807
0.9913818,1.401637
0.9932363,1.4025842
0.9941332,1.4037813
0.9956986,1.4053491
0.995974,1.408705
0.9983322,1.4124545
0.9998582,1.414639
1.0009095,1.4155688
1.0020139,1.4160698
1.0045808,1.4215811
1.0081634,1.4263492
1.0113958,1.4322449
1.0150158,1.4429999
