-0.2782473,0.6595687
-0.2625253,0.6869958
-0.2574619,0.6916855
-0.2526886,0.6952609
-0.2500177,0.6985932
-0.2486187,0.701363
-0.2465893,0.7029732
-0.2455062,0.7048414
-0.2445028,0.7072216
-0.2435709,0.708946
-0.2418181,0.7101353
-0.2389183,0.7118965
-0.2367325,0.7125415
-0.2359701,0.7139463
-0.2352169,0.7148899
-0.2347232,0.7160993
-0.2331571,0.7174158
-0.2324051,0.7178315
-0.2316396,0.7185041
-0.2309888,0.7190792
-0.2305281,0.7196974
-0.2302208,0.7203646
-0.2295616,0.7210863
-0.2291416,0.7214381
-0.2278679,0.7222149
-0.2276724,0.7234474
-0.2264519,0.7241433
-0.2255679,0.7248761
-0.2251173,0.725549
-0.2241347,0.7265847
-0.2236967,0.727143
-0.2227543,0.7279643
-0.2219926,0.7282991
-0.2215787,0.729145
-0.2212899,0.7296291
-0.2209277,0.7304847
-0.2203967,0.7315177
-0.2201262,0.7320458
-0.219351,0.7323819
-0.2191296,0.7325787
-0.2186257,0.7338017
-0.2182112,0.7342517
-0.2177625,0.734956
-0.2171466,0.7358849
-0.2166324,0.7367721
-0.2161502,0.7371291
-0.2154354,0.7378758
-0.2152432,0.7384574
-0.2151446,0.7389657
-0.2143921,0.7394138
-0.2140129,0.7395706
-0.2129304,0.7399723
-0.2124552,0.7402937
-0.2120267,0.7404819
-0.2118041,0.7408894
-0.211378,0.7415899
-0.2107536,0.7417395
-0.2099688,0.7422268
-0.2088687,0.7430877
-0.2080723,0.7434601
-0.208012,0.7439847
-0.2077498,0.7452126
-0.2073831,0.7457485
-0.2067706,0.7460724
-0.2061084,0.7465901
-0.2054424,0.7470324
-0.204188,0.7481047
-0.2029646,0.7489979
-0.2025181,0.7497337
-0.2016599,0.7502457
-0.2007828,0.7507461
-0.1998958,0.7515795
-0.1995322,0.753093
-0.1991281,0.7536667
-0.1982397,0.7544793
-0.1977799,0.7547205
-0.1973643,0.7557901
-0.1969771,0.7563359
-0.1963481,0.7573071
-0.1960153,0.7581571
-0.1952136,0.7590593
-0.1939876,0.7600527
-0.1930278,0.7614495
-0.1924512,0.7620913
-0.1921733,0.7639089
-0.1913355,0.7649777
-0.1898616,0.7662318
-0.1891509,0.7674086
-0.1887573,0.7681817
-0.1877975,0.7693921
-0.1866251,0.770998
-0.1849248,0.771926
-0.1838892,0.7722613
-0.1821228,0.773421
-0.1789574,0.7746849
-0.1778237,0.7758276
-0.1749469,0.7786675
-0.1730678,0.782268
-0.1685864,0.7855318
