0.3560776,0.6897596
0.3866751,0.7148178
0.3931177,0.7185021
0.3965182,0.7215599
0.4003664,0.7237837
0.4029573,0.7258396
0.4049998,0.7273607
0.4060017,0.729857
0.4071986,0.730653
0.4085289,0.7326032
0.4098496,0.7339135
0.411086,0.735318
0.4118428,0.7368245
0.4124911,0.7374524
0.4132742,0.7378046
0.41473,0.7387693
0.4152076,0.7392471
0.4163207,0.7402234
0.4175158,0.7413134
0.418438,0.7417111
0.4191009,0.7420467
0.4197996,0.7427131
0.4205491,0.7434393
0.4210616,0.7442503
0.4217484,0.7454353
0.4227223,0.7458738
0.4234481,0.7463908
0.4240021,0.7468927
0.4247668,0.7483191
0.4254835,0.7489224
0.4259557,0.7496719
0.4270414,0.7503739
0.4273705,0.7513689
0.4277177,0.7522629
0.4281134,0.7528815
0.4288519,0.7530472
0.4296056,0.7538641
0.4302141,0.7552091
0.4305699,0.7559364
0.4318197,0.7563832
0.4324022,0.7568324
0.4331097,0.7575082
0.4338731,0.7582434
0.4342115,0.7592061
0.4346369,0.7593976
0.4351014,0.7597511
0.4354936,0.7604675
0.4361107,0.7609851
0.4364644,0.7615346
0.4366535,0.7623145
0.437381,0.7629942
0.437943,0.7637635
0.4389939,0.764996
0.4398953,0.7655253
0.440461,0.7662622
0.4411288,0.7672673
0.4419034,0.7681028
0.4427449,0.7687928
0.4433957,0.7691978
0.4439963,0.7698283
0.4442579,0.7708129
0.4448044,0.7713851
0.4455444,0.7720892
0.4459718,0.7735525
0.4463497,0.7742628
0.446946,0.7745971
0.4476001,0.7754439
0.4479514,0.7762658
0.4485002,0.7772612
0.4491156,0.7779794
0.449796,0.7788051
0.4504997,0.7798936
0.4510942,0.7808668
0.4516596,0.7817683
0.4521963,0.7824076
0.4524919,0.7830699
0.4530499,0.7838497
0.4534942,0.7844523
0.4542533,0.7851033
0.4555383,0.7859705
0.4564921,0.7863938
0.4571106,0.7866205
0.458607,0.7876402
0.4597868,0.7882433
0.4609229,0.7893074
0.462385,0.7900071
0.4630366,0.7915539
0.4643637,0.7931914
0.4651658,0.7936372
0.4668818,0.7947603
0.4678201,0.7963626
0.469231,0.7992063
0.4707523,0.8005957
0.472016,0.8025926
0.4726993,0.8043014
0.4748739,0.8059451
0.4761501,0.8109389
0.4787275,0.8138461
0.4818255,0.8198126
