-0.0732623,0.0731357
-0.0615361,0.0980206
-0.0557408,0.1056971
-0.052505,0.1095719
-0.0506535,0.1123747
-0.0493955,0.1136641
-0.0471622,0.1160118
-0.0462529,0.1172018
-0.0439742,0.1181716
-0.0423275,0.119402
-0.0412176,0.1214204
-0.0403528,0.1228734
-0.0397278,0.1238657
-0.0389535,0.1247326
-0.037806,0.1255536
-0.0368609,0.1262828
-0.0358637,0.1273836
-0.0349393,0.129259
-0.0341264,0.1306064
-0.033453,0.1315726
-0.0327797,0.1324998
-0.0323038,0.1330251
-0.0314894,0.1335439
-0.0305725,0.134156
-0.0300531,0.1348682
-0.0293444,0.135526
-0.028805,0.1358992
-0.028102,0.1370541
-0.0278468,0.1376646
-0.0274056,0.13844
-0.0268685,0.138852
-0.0260304,0.1393705
-0.0255292,0.1399363
-0.0252385,0.1404661
-0.0246015,0.140939
-0.0242866,0.141313
-0.0236501,0.1419676
-0.0232969,0.1425529
-0.0228168,0.143057
-0.0222024,0.1432053
-0.0217297,0.1437584
-0.0214248,0.1444056
-0.0207486,0.1448847
-0.0200352,0.1455319
-0.0193867,0.1462967
-0.0190418,0.1468056
-0.0185685,0.1471916
-0.0180523,0.1478604
-0.017707,0.1483147
-0.0174025,0.1488312
-0.0171066,0.1492105
-0.0166223,0.149728
-0.016028,0.1502191
-0.0155604,0.1509078
-0.015202,0.1514761
-0.0145584,0.1518337
-0.0140768,0.1523632
-0.0136754,0.1530403
-0.0130402,0.1539203
-0.0126479,0.1544169
-0.0121523,0.1548966
-0.0115361,0.1555582
-0.0111717,0.1562718
-0.0107926,0.1569465
-0.0101463,0.1575292
-0.009457,0.1581943
-0.0086527,0.1587703
-0.0082418,0.1592608
-0.007792,0.1598023
-0.0069143,0.1604535
-0.0064857,0.1608536
-0.0059063,0.16165
-0.0050362,0.1624719
-0.0042371,0.1630438
-0.0036226,0.1639462
-0.0032005,0.1644211
-0.0029579,0.164914
-0.0022677,0.1657722
-0.0017414,0.1665295
-0.000754,0.1670486
0.0001175,0.1678844
0.0008824,0.1685823
0.0016587,0.1691
0.0030872,0.1703004
0.0040147,0.1709807
0.0045056,0.1715993
0.0057726,0.1721974
0.0067424,0.1728295
0.0071937,0.1738759
0.0079046,0.1743059
0.0088751,0.1761009
0.0102942,0.1774776
0.0116291,0.179068
0.012632,0.1810944
0.0147962,0.183217
0.0155226,0.1851576
0.0180387,0.188396
0.021149,0.1911989
0.0243474,0.1957183
